source_path,source_file,source_project,classification,reference_file,code_path,code_relative_path,code_project,dependency_confidence,match_basis,line_number,line_excerpt
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,1447,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,1594,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,1739,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,1888,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data/PLOTLY Plots 1 by 1.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,2029,"# df2 <- read_csv(file = here::here(""data"", ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv""), show_col_types = FALSE)"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,47,"""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/29-Years-of-Data-SCUC/data/TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,29-Years-of-Data-SCUC,08 datasets prior to pre-canonical set matches,,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,186,"""TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv"")"
/Users/D/R Working Directory/SCUC Data Analysis/TEST-Plotting Data From TEA Reports/data/TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,SCUC Data Analysis,08 datasets prior to pre-canonical set matches,,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,186,"""TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv"")"
/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/data/TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv,SCUC-Book---28-Years-of-Data,08 datasets prior to pre-canonical set matches,,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data/Plotly Plots.qmd,SCUC-Book---28-Years-of-Data,likely,filename only,186,"""TEST SCUC 2004 TEA TAKS Data Grades 3-11.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/SCUC Book - Racing Bar Chart.qmd,SCUC-Book---28-Years-of-Data/SCUC Book - Racing Bar Chart.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,180,"# snapshots <- read_csv(""data/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/SCUC Book - Racing Bar Chart.qmd,SCUC-Book---28-Years-of-Data/SCUC Book - Racing Bar Chart.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,331,"snapshots <- read_csv(""data/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/TEST Conversion to Interactive.qmd,SCUC-Book---28-Years-of-Data/TEST Conversion to Interactive.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,68,"df2 <- read_csv(file = here::here(""data"", ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv""))"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/TEST Conversion to Interactive.qmd,SCUC-Book---28-Years-of-Data/TEST Conversion to Interactive.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,241,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"""
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,84,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,100,"# # write.csv(df2, file = here::here(""data"", ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv""), row.names = FALSE)"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data/district_perform.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,393,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/expenses.qmd,SCUC-Book---28-Years-of-Data/expenses.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,76,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/expenses.qmd,SCUC-Book---28-Years-of-Data/expenses.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,370,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/sat_act.qmd,SCUC-Book---28-Years-of-Data/sat_act.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,69,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/sat_act.qmd,SCUC-Book---28-Years-of-Data/sat_act.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,363,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/staff.qmd,SCUC-Book---28-Years-of-Data/staff.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,77,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/staff.qmd,SCUC-Book---28-Years-of-Data/staff.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,376,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,49,"#                                    ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,357,"# df2 <- read_csv(file = here::here(""data"", ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv""))"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data/student_demo.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,522,"# df2 <- read_csv(file = here::here(""data"", ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv""))"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/students2.qmd,SCUC-Book---28-Years-of-Data/students2.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,37,"""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/students2.qmd,SCUC-Book---28-Years-of-Data/students2.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,87,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/taxes_and_revenues.qmd,SCUC-Book---28-Years-of-Data/taxes_and_revenues.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,77,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/taxes_and_revenues.qmd,SCUC-Book---28-Years-of-Data/taxes_and_revenues.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,371,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/teachers.qmd,SCUC-Book---28-Years-of-Data/teachers.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,77,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/teachers.qmd,SCUC-Book---28-Years-of-Data/teachers.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,371,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"")"
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/vg STAAR Scores by Ethnic Classification - All Grades - Masters.qmd,SCUC-Book---28-Years-of-Data/vg STAAR Scores by Ethnic Classification - All Grades - Masters.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,85,"""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"""
/Users/D/R Working Directory/Master Data Bank/CANONICAL DATA SETS/SCUC Canonical Data Sets/SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,Master Data Bank,06 canonical data set matches,SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv,/Users/D/R Working Directory/SCUC-Book---28-Years-of-Data/vg STAAR Scores by Ethnic Classification - All Grades - Masters.qmd,SCUC-Book---28-Years-of-Data/vg STAAR Scores by Ethnic Classification - All Grades - Masters.qmd,SCUC-Book---28-Years-of-Data,ambiguous,filename only,360,"#                                   ""SCUC_Snapshots_1995_to_2022_LONG_CANONICAL.csv"""
